## blobtools v1.0
## assembly	: /home/amir/gasp/platanus_assemblies/Sefale_32_gapClosed.fa
## coverage	: bam0 - /home/amir/gasp/mapping/Sefale_platanus_32.bam
## taxonomy	: tax0 - /home/amir/gasp/blast/Sefale_platanus_32.txt
## nodesDB	: /home/amir/gasp/blobtools/data/nodesDB.txt
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	phylum.t.6	phylum.s.7	phylum.c.8
scaffold61_cov48	663	0.454	0	51.923	Ascomycota	1225.0	0
scaffold62_cov42	2115	0.3702	0	40.233	Ascomycota	3845.0	0
scaffold63_cov67	458	0.393	0	65.039	Ascomycota	846.0	0
scaffold64_cov44	199	0.3769	0	31.06	Ascomycota	368.0	0
scaffold65_cov56	115	0.4174	0	49.8	Ascomycota	213.0	0
scaffold66_cov38	364	0.4066	0	34.066	Ascomycota	673.0	0
scaffold67_cov48	353	0.4703	0	44.742	Ascomycota	652.0	0
scaffold68_cov6	107	0.4206	0	3.0	Ascomycota	193.0	0
scaffold69_cov56	353	0.4929	0	54.955	Ascomycota	652.0	0
scaffold70_cov38	462	0.3506	0	37.63	Ascomycota	854.0	0
scaffold71_cov50	4801	0.3899	0	46.642	Ascomycota	8844.0	0
scaffold72_cov46	1193	0.3757	91	45.325	Ascomycota	1258.0	0
scaffold73_cov35	1552	0.3621	0	37.095	Ascomycota	2856.0	0
scaffold74_cov48	2283	0.385	0	44.702	Ascomycota	4183.0	0
scaffold75_cov29	103	0.5049	0	47.233	Ascomycota	180.0	0
scaffold76_cov44	408	0.3505	0	37.603	Ascomycota	754.0	0
scaffold77_cov10	102	0.3137	0	23.382	Ascomycota	189.0	0
scaffold78_cov38	148	0.4797	0	128.324	Ascomycota	274.0	0
scaffold79_cov44	480	0.3375	0	42.194	Ascomycota	887.0	0
scaffold80_cov65	1644	0.4167	0	64.136	Ascomycota	3020.0	0
scaffold81_cov54	2613	0.3835	0	53.398	Ascomycota	4796.0	0
scaffold82_cov21	105	0.2476	0	24.686	Ascomycota	195.0	0
scaffold83_cov54	4577	0.3719	0	50.556	Ascomycota	8397.0	0
scaffold84_cov54	2199	0.4234	0	52.576	Ascomycota	4039.0	0
scaffold85_cov42	146	0.4521	0	34.658	Ascomycota	270.0	0
scaffold86_cov49	3049	0.3682	75	48.468	Ascomycota	4843.0	0
scaffold87_cov52	1312	0.4101	0	51.294	Ascomycota	2418.0	0
scaffold88_cov50	129	0.3411	0	40.481	Ascomycota	239.0	0
scaffold89_cov38	1044	0.4256	90	37.67	Ascomycota	1430.0	0
scaffold90_cov8	107	0.4393	0	4.953	Ascomycota	187.0	0
scaffold91_cov58	587	0.3748	0	55.295	Ascomycota	1085.0	0
scaffold92_cov52	3090	0.3847	64	50.664	Ascomycota	5088.0	0
scaffold93_cov56	434	0.3525	0	47.717	Ascomycota	802.0	0
scaffold94_cov17	156	0.3333	0	14.833	Ascomycota	289.0	0
scaffold95_cov58	1444	0.3788	0	54.868	Ascomycota	2662.0	0
scaffold96_cov41	3885	0.4177	78	42.681	Ascomycota	5651.0	0
scaffold97_cov44	688	0.4259	0	36.525	Ascomycota	1232.0	0
scaffold98_cov6	102	0.549	0	62.176	Ascomycota	154.0	0
scaffold99_cov56	2214	0.3812	0	52.614	Ascomycota	4078.0	0
scaffold100_cov54	5632	0.3827	46	52.808	Ascomycota	9306.0	0
scaffold101_cov25	506	0.3775	0	26.217	Ascomycota	902.0	0
scaffold102_cov33	506	0.3221	0	33.393	Ascomycota	935.0	0
scaffold103_cov48	1038	0.3661	0	46.829	Ascomycota	1912.0	0
scaffold104_cov29	214	0.4112	0	26.397	Ascomycota	396.0	0
scaffold105_cov52	777	0.3616	0	46.057	Ascomycota	1435.0	0
scaffold106_cov56	1943	0.3654	0	55.934	Ascomycota	3567.0	0
scaffold107_cov46	123	0.3902	0	46.935	Ascomycota	228.0	0
scaffold108_cov42	1565	0.3604	0	42.032	Ascomycota	2891.0	0
scaffold109_cov62	1497	0.4131	42	64.244	Ascomycota	1792.0	0
scaffold110_cov19	133	0.4361	0	44.015	Ascomycota	235.0	0
scaffold111_cov42	1356	0.3614	0	40.2	Ascomycota	2505.0	0
scaffold112_cov53	4382	0.3921	0	50.888	Ascomycota	8032.0	0
scaffold113_cov54	230	0.3348	0	57.5	Ascomycota	414.0	0
scaffold114_cov44	2137	0.3734	0	43.439	Ascomycota	3941.0	0
scaffold115_cov59	325	0.3938	0	67.262	Ascomycota	601.0	0
scaffold116_cov25	440	0.4364	0	25.448	Ascomycota	813.0	0
scaffold117_cov6	111	0.2432	0	91.577	Ascomycota	206.0	0
scaffold118_cov40	1478	0.3437	0	39.083	Ascomycota	2713.0	0
scaffold119_cov71	750	0.3693	0	72.892	Ascomycota	1363.0	0
scaffold120_cov59	174	0.4138	0	60.902	Ascomycota	322.0	0
scaffold121_cov8	105	0.1524	0	7.971	Ascomycota	195.0	0
scaffold122_cov12	149	0.3557	0	9.644	Ascomycota	276.0	0
scaffold123_cov8	120	0.275	0	7.825	Ascomycota	222.0	0
scaffold124_cov43	5207	0.3812	0	41.527	Ascomycota	9566.0	0
scaffold125_cov44	473	0.3362	0	44.302	Ascomycota	861.0	0
scaffold126_cov44	1663	0.3829	164	42.92	Ascomycota	1629.0	0
scaffold127_cov13	197	0.3147	0	10.259	Ascomycota	333.0	0
scaffold128_cov38	424	0.309	0	37.104	Ascomycota	784.0	0
scaffold129_cov46	635	0.3622	0	42.45	Ascomycota	1173.0	0
scaffold130_cov59	539	0.4193	0	55.761	Ascomycota	996.0	0
scaffold131_cov31	346	0.3555	0	28.893	Ascomycota	640.0	0
scaffold132_cov61	144	0.3611	0	59.972	Ascomycota	267.0	0
scaffold133_cov46	113	0.3628	0	136.469	Ascomycota	209.0	0
scaffold134_cov54	1322	0.3722	0	50.343	Ascomycota	2442.0	0
scaffold135_cov58	304	0.3553	0	40.812	Ascomycota	562.0	0
scaffold136_cov15	122	0.4016	0	15.246	Ascomycota	226.0	0
scaffold137_cov65	167	0.3772	0	67.749	Ascomycota	309.0	0
scaffold138_cov29	443	0.3251	0	28.291	Ascomycota	819.0	0
scaffold139_cov46	1677	0.3669	88	44.661	Ascomycota	2122.0	0
scaffold140_cov48	329	0.3769	0	47.736	Ascomycota	608.0	0
scaffold141_cov61	1884	0.4735	0	61.725	Ascomycota	3432.0	0
scaffold142_cov17	110	0.3091	0	21.573	Ascomycota	193.0	0
scaffold143_cov10	126	0.2937	0	5.635	Ascomycota	233.0	0
scaffold144_cov35	714	0.3613	0	32.668	Ascomycota	1319.0	0
scaffold145_cov35	599	0.3055	0	37.322	Ascomycota	1107.0	0
scaffold146_cov45	5332	0.3834	215	51.295	Ascomycota	7079.0	0
scaffold147_cov48	1025	0.3737	0	46.68	Ascomycota	1893.0	0
scaffold148_cov46	841	0.3924	0	44.744	Ascomycota	1554.0	0
scaffold149_cov12	136	0.375	0	48.14	Ascomycota	252.0	0
scaffold150_cov54	7120	0.3969	51	52.385	Ascomycota	7788.0	0
scaffold151_cov42	1513	0.3371	0	36.906	Ascomycota	2789.0	0
scaffold152_cov55	676	0.4009	0	86.609	Ascomycota	1243.0	0
scaffold153_cov54	694	0.379	0	50.633	Ascomycota	1282.0	0
scaffold154_cov41	2596	0.3785	144	40.309	Ascomycota	2822.0	0
scaffold155_cov33	142	0.2746	0	28.246	Ascomycota	263.0	0
scaffold156_cov10	120	0.3667	0	0.0	Ascomycota	222.0	0
scaffold157_cov19	257	0.3541	0	17.206	Ascomycota	475.0	0
scaffold158_cov46	6299	0.3624	0	43.714	Ascomycota	11514.0	0
scaffold159_cov19	127	0.4409	0	26.055	Ascomycota	224.0	0
scaffold160_cov13	103	0.2718	0	89.99	Ascomycota	191.0	0
scaffold161_cov21	216	0.4352	0	61.514	Ascomycota	316.0	0
scaffold162_cov39	1579	0.3833	157	40.622	Ascomycota	1016.0	0
scaffold163_cov46	1607	0.3429	0	44.439	Ascomycota	2963.0	0
scaffold164_cov10	142	0.3592	0	14.803	Ascomycota	263.0	0
scaffold165_cov13	122	0.3607	0	25.787	Ascomycota	226.0	0
scaffold166_cov44	1193	0.3685	83	40.918	Ascomycota	1258.0	0
scaffold167_cov56	1442	0.4015	0	52.994	Ascomycota	2658.0	0
scaffold168_cov61	1873	0.3689	0	64.721	Ascomycota	3434.0	0
scaffold169_cov33	161	0.354	0	34.82	Ascomycota	298.0	0
scaffold170_cov57	1260	0.396	0	56.252	Ascomycota	2327.0	0
scaffold171_cov40	114	0.3596	0	36.675	Ascomycota	211.0	0
scaffold172_cov38	143	0.3217	0	17.797	Ascomycota	265.0	0
scaffold173_cov43	1672	0.4169	48	47.318	Ascomycota	1834.0	0
scaffold174_cov29	249	0.3936	0	30.373	Ascomycota	460.0	0
scaffold175_cov63	147	0.4966	0	59.238	Ascomycota	272.0	0
scaffold176_cov40	524	0.3702	0	35.372	Ascomycota	968.0	0
scaffold177_cov44	2486	0.3837	0	43.893	Ascomycota	4586.0	0
scaffold178_cov8	150	0.42	0	5.327	Ascomycota	278.0	0
scaffold179_cov42	1139	0.4074	0	39.118	Ascomycota	2098.0	0
scaffold180_cov19	669	0.4365	0	18.256	Ascomycota	1219.0	0
scaffold181_cov45	1430	0.4357	39	44.324	Ascomycota	2143.0	0
scaffold182_cov8	169	0.3905	0	7.663	Ascomycota	313.0	0
scaffold183_cov40	251	0.3625	0	38.59	Ascomycota	453.0	0
scaffold184_cov40	200	0.325	0	42.915	Ascomycota	370.0	0
scaffold185_cov33	114	0.2895	0	28.246	Ascomycota	211.0	0
scaffold186_cov13	114	0.2895	0	12.263	Ascomycota	211.0	0
scaffold187_cov40	1045	0.3316	89	37.681	Ascomycota	1199.0	0
scaffold188_cov8	128	0.3359	0	7.461	Ascomycota	237.0	0
scaffold189_cov52	396	0.4571	0	50.273	Ascomycota	732.0	0
scaffold190_cov36	925	0.387	0	34.834	Ascomycota	1709.0	0
scaffold191_cov54	1388	0.3703	0	49.998	Ascomycota	2558.0	0
scaffold192_cov40	774	0.4005	0	37.598	Ascomycota	1419.0	0
scaffold193_cov48	8459	0.3937	177	47.65	Ascomycota	8588.0	0
scaffold194_cov25	173	0.341	0	24.457	Ascomycota	309.0	0
scaffold195_cov46	2161	0.3795	0	48.219	Ascomycota	3973.0	0
scaffold196_cov6	151	0.596	0	24.424	Ascomycota	252.0	0
scaffold197_cov42	585	0.3897	0	42.451	Ascomycota	1081.0	0
scaffold198_cov54	897	0.4114	0	49.443	Ascomycota	1646.0	0
scaffold199_cov48	7393	0.3798	0	47.151	Ascomycota	13511.0	0
scaffold200_cov41	3954	0.3914	71	40.711	Ascomycota	6335.0	0
scaffold201_cov8	109	0.422	0	42.174	Ascomycota	202.0	0
scaffold202_cov29	117	0.4274	0	33.573	Ascomycota	217.0	0
scaffold203_cov46	482	0.3465	0	45.734	Ascomycota	891.0	0
scaffold204_cov40	853	0.3587	0	39.805	Ascomycota	1559.0	0
scaffold205_cov44	2529	0.3705	0	43.253	Ascomycota	4638.0	0
scaffold206_cov86	198	0.5101	0	84.162	Ascomycota	366.0	0
scaffold207_cov40	377	0.3873	0	41.838	Ascomycota	669.0	0
scaffold208_cov56	3740	0.3928	84	55.343	Ascomycota	3386.0	0
scaffold209_cov52	5178	0.3879	171	50.937	Ascomycota	5923.0	0
scaffold210_cov38	1000	0.416	0	39.222	Ascomycota	1847.0	0
scaffold211_cov31	352	0.3239	0	32.403	Ascomycota	651.0	0
scaffold212_cov46	445	0.4809	0	48.283	Ascomycota	817.0	0
scaffold213_cov40	2187	0.3823	0	37.442	Ascomycota	4006.0	0
scaffold214_cov42	4113	0.3701	82	40.996	Ascomycota	3877.0	0
scaffold215_cov48	2694	0.3916	0	45.339	Ascomycota	4964.0	0
scaffold216_cov42	1220	0.3492	0	38.933	Ascomycota	2248.0	0
scaffold217_cov12	153	0.2222	0	11.399	Ascomycota	283.0	0
scaffold218_cov52	1452	0.4559	59	53.669	Ascomycota	1997.0	0
scaffold219_cov56	254	0.4213	0	54.358	Ascomycota	470.0	0
scaffold220_cov33	601	0.3877	0	32.314	Ascomycota	1105.0	0
scaffold221_cov59	1486	0.4849	59	61.579	Ascomycota	2174.0	0
scaffold222_cov6	101	0.4158	0	5.564	Ascomycota	187.0	0
scaffold223_cov44	257	0.4047	0	44.981	undef	475.0	0
scaffold224_cov40	1785	0.405	0	40.347	Ascomycota	3291.0	0
scaffold225_cov59	105	0.3905	0	130.257	no-hit	0.0	0
scaffold226_cov48	6131	0.3804	106	46.656	Ascomycota	3991.0	0
scaffold227_cov38	1260	0.3619	0	40.179	Ascomycota	2327.0	0
scaffold228_cov27	971	0.3563	0	25.157	Ascomycota	1794.0	0
scaffold229_cov48	865	0.4	0	45.339	Ascomycota	1598.0	0
scaffold230_cov50	928	0.4138	0	50.302	Ascomycota	1703.0	0
scaffold231_cov10	126	0.2778	0	4.722	Ascomycota	228.0	0
scaffold232_cov10	100	0.46	0	6.34	Ascomycota	135.0	0
scaffold233_cov56	497	0.4326	0	51.117	Ascomycota	918.0	0
scaffold234_cov59	364	0.3709	0	59.967	Ascomycota	673.0	0
scaffold235_cov38	139	0.4245	0	55.094	Ascomycota	257.0	0
scaffold236_cov17	110	0.4182	0	55.182	Ascomycota	204.0	0
scaffold237_cov12	106	0.4151	0	11.991	Ascomycota	196.0	0
scaffold238_cov46	106	0.4057	0	42.849	Ascomycota	196.0	0
scaffold239_cov8	101	0.2871	0	13.416	Ascomycota	187.0	0
scaffold240_cov56	673	0.4101	0	55.322	Ascomycota	1243.0	0
scaffold241_cov54	2312	0.3702	0	53.544	Ascomycota	4231.0	0
scaffold242_cov53	3514	0.3913	171	50.585	Ascomycota	3048.0	0
scaffold243_cov31	165	0.4667	0	33.067	Ascomycota	305.0	0
scaffold244_cov59	119	0.2689	0	52.193	Ascomycota	220.0	0
scaffold245_cov48	1221	0.3579	0	46.108	Ascomycota	2255.0	0
scaffold246_cov15	354	0.3842	0	12.565	Ascomycota	649.0	0
scaffold247_cov52	3724	0.4251	0	50.925	Ascomycota	6857.0	0
scaffold248_cov40	1250	0.412	0	38.946	Ascomycota	2298.0	0
scaffold249_cov31	269	0.3197	0	20.654	Ascomycota	497.0	0
scaffold250_cov40	3177	0.3632	0	40.187	Ascomycota	5856.0	0
scaffold251_cov42	376	0.3697	0	40.16	Ascomycota	695.0	0
scaffold252_cov29	147	0.3265	0	33.435	Ascomycota	267.0	0
scaffold253_cov36	220	0.3136	0	30.605	Ascomycota	398.0	0
scaffold254_cov58	272	0.3309	0	64.368	Ascomycota	503.0	0
scaffold255_cov44	846	0.3853	0	42.429	Ascomycota	1563.0	0
scaffold256_cov27	409	0.3423	0	26.254	Ascomycota	750.0	0
scaffold257_cov15	105	0.3524	0	10.638	Ascomycota	195.0	0
scaffold258_cov44	1181	0.3514	0	41.19	Ascomycota	2182.0	0
scaffold259_cov17	106	0.3396	0	26.528	Ascomycota	196.0	0
scaffold260_cov54	241	0.4274	0	47.651	Ascomycota	446.0	0
scaffold261_cov48	599	0.3773	0	46.8	Ascomycota	1107.0	0
scaffold262_cov40	201	0.398	0	40.692	Ascomycota	372.0	0
scaffold263_cov25	149	0.4228	0	23.698	Ascomycota	276.0	0
scaffold264_cov58	2095	0.3823	0	55.713	Ascomycota	3869.0	0
scaffold265_cov73	225	0.3822	0	71.507	Ascomycota	416.0	0
scaffold266_cov52	2477	0.3561	0	50.469	Ascomycota	4564.0	0
scaffold267_cov41	1854	0.3767	70	41.789	Ascomycota	2111.0	0
scaffold268_cov36	787	0.3761	0	40.313	Ascomycota	1448.0	0
scaffold269_cov50	1055	0.3915	0	54.169	Ascomycota	1949.0	0
scaffold270_cov43	2861	0.4168	157	43.082	Ascomycota	2470.0	0
scaffold271_cov61	118	0.3898	0	64.178	Ascomycota	219.0	0
scaffold272_cov13	129	0.5116	0	12.039	Ascomycota	239.0	0
scaffold273_cov23	131	0.5115	0	21.672	Ascomycota	237.0	0
scaffold274_cov40	860	0.4209	0	39.123	Ascomycota	1578.0	0
scaffold275_cov12	251	0.3307	0	22.271	Ascomycota	459.0	0
scaffold276_cov56	264	0.4129	0	113.947	Ascomycota	488.0	0
scaffold277_cov48	1090	0.3706	0	45.432	Ascomycota	1973.0	0
scaffold278_cov49	2316	0.3552	182	47.362	Ascomycota	2719.0	0
scaffold279_cov17	104	0.3846	0	22.01	Ascomycota	193.0	0
scaffold280_cov61	216	0.4213	0	60.958	Ascomycota	399.0	0
scaffold281_cov44	2816	0.3636	0	44.368	Ascomycota	5188.0	0
scaffold282_cov46	4445	0.3708	0	45.146	Ascomycota	8187.0	0
scaffold283_cov12	120	0.2833	0	10.317	Ascomycota	222.0	0
scaffold284_cov54	1220	0.3764	83	55.68	Ascomycota	1465.0	0
scaffold285_cov63	467	0.3854	0	60.946	Ascomycota	857.0	0
scaffold286_cov38	378	0.3254	0	33.815	Ascomycota	693.0	0
scaffold287_cov58	2413	0.4356	0	58.051	Ascomycota	4429.0	0
scaffold288_cov48	1443	0.3416	0	45.778	Ascomycota	2660.0	0
scaffold289_cov44	1166	0.3533	0	43.34	Ascomycota	2148.0	0
scaffold290_cov17	137	0.5839	0	49.182	Ascomycota	248.0	0
scaffold291_cov75	105	0.619	0	37.295	Ascomycota	195.0	0
scaffold292_cov54	821	0.4872	0	53.929	Ascomycota	1517.0	0
scaffold293_cov12	149	0.3221	0	11.886	Ascomycota	268.0	0
scaffold294_cov40	2153	0.3711	0	37.962	Ascomycota	3954.0	0
scaffold295_cov29	303	0.3366	0	24.587	Ascomycota	560.0	0
scaffold296_cov53	1272	0.4595	73	51.354	Ascomycota	1526.0	0
scaffold297_cov35	104	0.4423	0	47.394	Ascomycota	193.0	0
scaffold298_cov35	367	0.4005	0	32.899	Ascomycota	678.0	0
scaffold299_cov45	1708	0.4087	0	43.359	Ascomycota	3155.0	0
scaffold300_cov56	3649	0.3661	0	54.982	Ascomycota	6717.0	0
scaffold301_cov41	1540	0.3582	63	39.858	Ascomycota	2082.0	0
scaffold302_cov58	1239	0.4262	0	55.786	Ascomycota	2283.0	0
scaffold303_cov44	5657	0.3603	0	42.601	Ascomycota	10412.0	0
scaffold304_cov21	166	0.3313	0	20.036	Ascomycota	302.0	0
scaffold305_cov50	388	0.4201	0	56.526	Ascomycota	712.0	0
scaffold306_cov10	267	0.3408	0	14.026	Ascomycota	494.0	0
scaffold307_cov27	214	0.3411	0	24.276	Ascomycota	396.0	0
scaffold308_cov44	444	0.3559	0	41.194	Ascomycota	809.0	0
scaffold309_cov48	924	0.4239	37	46.166	Ascomycota	1042.0	0
scaffold310_cov40	1654	0.3724	0	39.315	Ascomycota	3055.0	0
scaffold311_cov47	661	0.3268	0	47.699	Ascomycota	1221.0	0
scaffold312_cov42	920	0.3348	0	37.22	Ascomycota	1688.0	0
scaffold313_cov19	129	0.3411	0	13.891	Ascomycota	239.0	0
scaffold314_cov13	108	0.3333	0	10.537	Ascomycota	200.0	0
scaffold315_cov12	111	0.3153	0	45.685	Ascomycota	200.0	0
scaffold316_cov47	2028	0.37	74	46.251	Ascomycota	2056.0	0
scaffold317_cov38	111	0.3514	0	25.423	Ascomycota	206.0	0
scaffold318_cov13	100	0.37	0	11.94	Ascomycota	185.0	0
scaffold319_cov31	188	0.3138	0	35.383	Ascomycota	348.0	0
scaffold320_cov49	3857	0.345	89	50.499	Ascomycota	5670.0	0
scaffold321_cov51	4712	0.4048	162	51.829	Ascomycota	3118.0	0
scaffold322_cov51	1068	0.4616	65	55.427	Ascomycota	1391.0	0
scaffold323_cov52	7723	0.3918	0	48.197	Ascomycota	14187.0	0
scaffold324_cov82	609	0.4548	0	83.182	Ascomycota	1120.0	0
scaffold325_cov46	344	0.3634	0	44.84	Ascomycota	636.0	0
scaffold326_cov12	328	0.3598	0	10.607	Ascomycota	571.0	0
scaffold327_cov19	164	0.4878	0	19.421	Ascomycota	303.0	0
scaffold328_cov31	169	0.4793	0	28.178	Ascomycota	313.0	0
scaffold329_cov46	1154	0.3813	0	45.51	Ascomycota	2109.0	0
scaffold330_cov25	193	0.2798	0	25.591	Ascomycota	357.0	0
scaffold331_cov48	2320	0.3578	0	45.781	Ascomycota	4274.0	0
scaffold332_cov35	1384	0.401	0	33.197	Ascomycota	2534.0	0
scaffold333_cov54	113	0.3363	0	51.549	Ascomycota	209.0	0
scaffold334_cov71	112	0.3304	0	65.241	Ascomycota	207.0	0
scaffold335_cov54	924	0.4156	0	52.574	Ascomycota	1707.0	0
scaffold336_cov29	1533	0.3464	0	27.052	Ascomycota	2826.0	0
scaffold337_cov21	597	0.3266	0	23.918	Ascomycota	1103.0	0
scaffold338_cov40	1417	0.403	0	48.898	Ascomycota	2612.0	0
scaffold339_cov10	105	0.2381	0	6.648	Ascomycota	195.0	0
scaffold340_cov15	407	0.3857	0	14.749	Ascomycota	752.0	0
scaffold341_cov50	2066	0.364	0	48.538	Ascomycota	3799.0	0
scaffold342_cov48	1252	0.4177	0	43.622	Ascomycota	2313.0	0
scaffold343_cov35	690	0.3725	0	33.78	Ascomycota	1264.0	0
scaffold344_cov52	2324	0.3782	0	51.173	Ascomycota	4287.0	0
scaffold345_cov51	943	0.4083	76	51.307	Ascomycota	822.0	0
scaffold346_cov13	124	0.2984	0	14.54	Ascomycota	230.0	0
scaffold347_cov23	139	0.3094	0	18.827	Ascomycota	257.0	0
scaffold348_cov8	101	0.4158	0	49.574	Ascomycota	182.0	0
scaffold349_cov59	3550	0.4132	0	56.746	Ascomycota	6517.0	0
scaffold350_cov40	2241	0.3726	0	40.763	Ascomycota	4122.0	0
scaffold351_cov54	151	0.351	0	47.331	Ascomycota	279.0	0
scaffold352_cov38	275	0.3345	0	36.255	Ascomycota	508.0	0
scaffold353_cov77	127	0.4882	0	69.26	Ascomycota	235.0	0
scaffold354_cov46	1836	0.3905	0	43.833	Ascomycota	3369.0	0
scaffold355_cov48	455	0.378	0	45.435	Ascomycota	841.0	0
scaffold356_cov29	101	0.3861	0	42.584	Ascomycota	187.0	0
scaffold357_cov50	3220	0.3916	84	48.775	Ascomycota	5193.0	0
scaffold358_cov71	765	0.4484	0	68.397	Ascomycota	1408.0	0
scaffold359_cov48	2228	0.3923	0	46.693	Ascomycota	4115.0	0
scaffold360_cov46	456	0.3662	0	44.614	Ascomycota	843.0	0
scaffold361_cov88	312	0.4615	0	147.821	Ascomycota	577.0	0
scaffold362_cov36	2438	0.3515	0	36.466	Ascomycota	4497.0	0
scaffold363_cov90	192	0.401	0	86.781	Ascomycota	355.0	0
scaffold364_cov42	695	0.4072	0	41.368	Ascomycota	1273.0	0
scaffold365_cov42	261	0.4713	0	36.981	Ascomycota	483.0	0
scaffold366_cov44	697	0.3759	0	41.634	Ascomycota	1288.0	0
scaffold367_cov6	108	0.287	0	12.056	Ascomycota	189.0	0
