## blobtools v1.0
## assembly	: /home/amir/gasp/platanus_assemblies/Sefale_22_gapClosed.fa
## coverage	: bam0 - /home/amir/gasp/mapping/Sefale_platanus_22.bam
## taxonomy	: tax0 - /home/amir/gasp/blast/Sefale_platanus_22.txt
## nodesDB	: /home/amir/gasp/blobtools/data/nodesDB.txt
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	phylum.t.6	phylum.s.7	phylum.c.8
scaffold47_cov34	488	0.4057	0	32.316	Ascomycota	902.0	0
scaffold48_cov10	107	0.3551	0	8.664	Ascomycota	198.0	0
scaffold49_cov57	106	0.4623	0	41.094	Ascomycota	196.0	0
scaffold50_cov12	114	0.4649	0	18.956	Ascomycota	211.0	0
scaffold51_cov50	3781	0.4149	86	46.54	Ascomycota	5598.0	0
scaffold52_cov40	572	0.3846	0	36.348	Ascomycota	1057.0	0
scaffold53_cov14	117	0.3675	0	10.829	Ascomycota	217.0	0
scaffold54_cov16	246	0.2764	0	14.203	Ascomycota	455.0	0
scaffold55_cov20	123	0.2927	0	34.22	Ascomycota	152.0	0
scaffold56_cov48	378	0.3836	0	44.799	Ascomycota	699.0	0
scaffold57_cov54	110	0.3273	0	45.282	Ascomycota	204.0	0
scaffold58_cov47	8221	0.3793	67	46.525	Ascomycota	14515.0	0
scaffold59_cov50	2666	0.3946	0	47.31	Ascomycota	4918.0	0
scaffold60_cov42	2142	0.3721	0	41.131	Ascomycota	3943.0	0
scaffold61_cov46	4200	0.4003	210	45.355	Ascomycota	3221.0	0
scaffold62_cov14	127	0.4016	0	10.094	Ascomycota	235.0	0
scaffold63_cov46	2587	0.3811	0	47.792	Ascomycota	4756.0	0
scaffold64_cov48	355	0.4704	0	44.521	Ascomycota	656.0	0
scaffold65_cov8	109	0.4128	0	2.982	Ascomycota	196.0	0
scaffold66_cov55	355	0.493	0	55.09	Ascomycota	656.0	0
scaffold67_cov36	288	0.4896	0	31.458	Ascomycota	532.0	0
scaffold68_cov50	1105	0.3891	0	46.063	Ascomycota	2028.0	0
scaffold69_cov41	742	0.3369	83	42.618	Ascomycota	647.0	0
scaffold70_cov10	109	0.3945	0	6.495	Ascomycota	202.0	0
scaffold71_cov46	2214	0.4164	0	44.909	Ascomycota	4084.0	0
scaffold72_cov63	657	0.5008	0	62.799	Ascomycota	1208.0	0
scaffold73_cov30	105	0.5048	0	45.476	Ascomycota	183.0	0
scaffold74_cov10	111	0.3423	0	22.982	Ascomycota	206.0	0
scaffold75_cov59	1693	0.3904	0	56.65	Ascomycota	3114.0	0
scaffold76_cov49	3700	0.3696	83	47.339	Ascomycota	5799.0	0
scaffold77_cov51	2318	0.3539	83	48.379	Ascomycota	3121.0	0
scaffold78_cov47	2822	0.4135	70	44.446	Ascomycota	4521.0	0
scaffold79_cov48	3729	0.3602	87	46.272	Ascomycota	4231.0	0
scaffold80_cov32	1382	0.322	0	32.517	Ascomycota	2547.0	0
scaffold81_cov40	750	0.3653	0	38.48	Ascomycota	1386.0	0
scaffold82_cov47	4750	0.3783	169	45.473	Ascomycota	7121.0	0
scaffold83_cov46	322	0.3509	0	48.5	Ascomycota	595.0	0
scaffold84_cov57	726	0.4201	0	55.101	Ascomycota	1286.0	0
scaffold85_cov20	108	0.2778	0	14.593	Ascomycota	195.0	0
scaffold86_cov52	3974	0.3836	82	51.037	Ascomycota	5681.0	0
scaffold87_cov53	1297	0.493	84	51.636	Ascomycota	1314.0	0
scaffold88_cov38	895	0.3374	0	38.234	Ascomycota	1642.0	0
scaffold89_cov46	2526	0.3745	0	44.717	Ascomycota	4665.0	0
scaffold90_cov61	337	0.3175	0	60.519	Ascomycota	617.0	0
scaffold91_cov34	896	0.4007	0	31.602	Ascomycota	1650.0	0
scaffold92_cov65	404	0.3738	0	63.141	Ascomycota	730.0	0
scaffold93_cov44	1544	0.3491	0	42.583	Ascomycota	2841.0	0
scaffold94_cov39	764	0.4526	57	37.686	Ascomycota	1026.0	0
scaffold95_cov6	111	0.2432	0	97.604	Ascomycota	206.0	0
scaffold96_cov36	220	0.4	0	47.032	Ascomycota	407.0	0
scaffold97_cov55	2004	0.3807	0	55.243	Ascomycota	3690.0	0
scaffold98_cov14	110	0.2727	0	10.409	Ascomycota	204.0	0
scaffold99_cov42	296	0.3682	0	25.909	Ascomycota	547.0	0
scaffold100_cov42	256	0.4648	0	37.379	Ascomycota	473.0	0
scaffold101_cov55	1636	0.4645	0	57.339	Ascomycota	3022.0	0
scaffold102_cov59	253	0.3913	0	60.739	Ascomycota	462.0	0
scaffold103_cov74	1646	0.3736	0	75.478	Ascomycota	3040.0	0
scaffold104_cov52	3726	0.3878	0	52.731	Ascomycota	6842.0	0
scaffold105_cov38	391	0.376	0	36.419	Ascomycota	723.0	0
scaffold106_cov20	185	0.3838	0	17.876	Ascomycota	342.0	0
scaffold107_cov40	450	0.3844	0	36.14	Ascomycota	826.0	0
scaffold108_cov45	2085	0.3677	86	44.205	Ascomycota	1977.0	0
scaffold109_cov40	1114	0.3896	0	39.931	Ascomycota	2034.0	0
scaffold110_cov18	135	0.4296	0	43.719	Ascomycota	239.0	0
scaffold111_cov8	115	0.3217	0	5.183	Ascomycota	213.0	0
scaffold112_cov32	187	0.3583	0	29.305	Ascomycota	346.0	0
scaffold113_cov52	116	0.3534	0	47.603	Ascomycota	215.0	0
scaffold114_cov42	2595	0.3786	144	40.284	Ascomycota	2822.0	0
scaffold115_cov54	4382	0.3759	0	49.149	Ascomycota	8067.0	0
scaffold116_cov28	323	0.3344	0	24.981	Ascomycota	597.0	0
scaffold117_cov28	339	0.4159	0	29.841	Ascomycota	627.0	0
scaffold118_cov36	103	0.3592	0	12.553	Ascomycota	191.0	0
scaffold119_cov10	122	0.377	0	32.852	Ascomycota	226.0	0
scaffold120_cov40	1228	0.3795	0	39.644	Ascomycota	2257.0	0
scaffold121_cov12	100	0.3	0	6.46	Ascomycota	185.0	0
scaffold122_cov42	474	0.3376	0	42.903	Ascomycota	863.0	0
scaffold123_cov44	1839	0.3587	88	45.097	Ascomycota	1943.0	0
scaffold124_cov46	1570	0.3554	0	42.026	Ascomycota	2900.0	0
scaffold125_cov57	200	0.36	0	50.11	Ascomycota	370.0	0
scaffold126_cov48	2143	0.4153	0	45.811	Ascomycota	3930.0	0
scaffold127_cov36	117	0.3504	0	32.026	Ascomycota	217.0	0
scaffold128_cov44	124	0.4194	0	42.548	Ascomycota	230.0	0
scaffold129_cov41	885	0.4418	0	41.01	Ascomycota	1635.0	0
scaffold130_cov14	158	0.5063	0	4.728	Ascomycota	292.0	0
scaffold131_cov10	164	0.3841	0	10.055	Ascomycota	303.0	0
scaffold132_cov42	115	0.4	0	25.304	Ascomycota	213.0	0
scaffold133_cov32	388	0.3918	0	26.894	Ascomycota	712.0	0
scaffold134_cov18	205	0.2634	0	18.951	Ascomycota	379.0	0
scaffold135_cov83	469	0.4414	0	83.36	Ascomycota	867.0	0
scaffold136_cov50	212	0.3585	0	45.825	Ascomycota	392.0	0
scaffold137_cov30	390	0.3923	0	26.118	Ascomycota	721.0	0
scaffold138_cov24	265	0.4377	0	32.423	Ascomycota	490.0	0
scaffold139_cov42	1767	0.3633	0	40.724	Ascomycota	3258.0	0
scaffold140_cov46	5973	0.3688	148	44.797	Ascomycota	4111.0	0
scaffold141_cov65	221	0.457	0	63.575	Ascomycota	409.0	0
scaffold142_cov38	159	0.3711	0	34.572	Ascomycota	294.0	0
scaffold143_cov45	3928	0.3798	86	44.883	Ascomycota	4839.0	0
scaffold144_cov59	101	0.2574	0	40.02	Ascomycota	182.0	0
scaffold145_cov52	947	0.4952	0	51.088	Ascomycota	1744.0	0
scaffold146_cov16	112	0.3125	0	22.446	Ascomycota	196.0	0
scaffold147_cov54	504	0.371	0	50.149	Ascomycota	931.0	0
scaffold148_cov50	4763	0.3879	58	49.145	Ascomycota	4735.0	0
scaffold149_cov57	247	0.498	0	57.421	Ascomycota	446.0	0
scaffold150_cov48	1403	0.4383	0	44.789	Ascomycota	2586.0	0
scaffold151_cov54	7571	0.3761	92	52.049	Ascomycota	9712.0	0
scaffold152_cov40	1477	0.3439	0	39.07	Ascomycota	2712.0	0
scaffold153_cov10	121	0.3719	0	0.0	Ascomycota	224.0	0
scaffold154_cov18	250	0.352	0	16.6	Ascomycota	462.0	0
scaffold155_cov32	562	0.4093	0	29.843	Ascomycota	1038.0	0
scaffold156_cov43	6224	0.3843	120	41.806	Ascomycota	4218.0	0
scaffold157_cov18	128	0.4375	0	59.375	Ascomycota	226.0	0
scaffold158_cov67	617	0.4781	0	68.562	Ascomycota	1140.0	0
scaffold159_cov22	284	0.4401	0	169.644	Ascomycota	425.0	0
scaffold160_cov36	2626	0.3783	75	35.589	Ascomycota	3995.0	0
scaffold161_cov38	536	0.3657	0	36.315	Ascomycota	990.0	0
scaffold162_cov42	727	0.3659	0	37.807	Ascomycota	1343.0	0
scaffold163_cov48	3082	0.3799	0	47.475	Ascomycota	5686.0	0
scaffold164_cov10	110	0.4273	0	7.082	Ascomycota	204.0	0
scaffold165_cov44	1144	0.3881	0	41.031	Ascomycota	2113.0	0
scaffold166_cov52	1743	0.4131	0	50.896	Ascomycota	3192.0	0
scaffold167_cov55	1906	0.3919	0	56.621	Ascomycota	3509.0	0
scaffold168_cov50	3056	0.3747	0	48.945	Ascomycota	5611.0	0
scaffold169_cov26	144	0.3264	0	18.826	Ascomycota	267.0	0
scaffold170_cov43	1673	0.4166	48	47.348	Ascomycota	1842.0	0
scaffold171_cov30	1788	0.349	0	28.954	Ascomycota	3269.0	0
scaffold172_cov48	11167	0.364	231	47.6	Ascomycota	9828.0	0
scaffold173_cov42	1611	0.3637	0	39.545	Ascomycota	2970.0	0
scaffold174_cov14	109	0.3211	0	17.422	Ascomycota	202.0	0
scaffold175_cov63	761	0.4455	0	60.729	Ascomycota	1400.0	0
scaffold176_cov8	188	0.3245	0	32.782	Ascomycota	348.0	0
scaffold177_cov10	151	0.4238	0	5.331	Ascomycota	279.0	0
scaffold178_cov32	790	0.4494	0	29.992	Ascomycota	1459.0	0
scaffold179_cov16	227	0.3216	0	97.291	Ascomycota	420.0	0
scaffold180_cov50	1402	0.3837	0	47.683	Ascomycota	2584.0	0
scaffold181_cov8	170	0.3941	0	7.641	Ascomycota	315.0	0
scaffold182_cov36	334	0.3144	0	46.153	Ascomycota	612.0	0
scaffold183_cov46	253	0.3636	0	39.134	Ascomycota	457.0	0
scaffold184_cov54	763	0.4155	0	51.637	Ascomycota	1410.0	0
scaffold185_cov14	243	0.3992	0	14.588	Ascomycota	449.0	0
scaffold186_cov10	102	0.451	0	5.48	Ascomycota	189.0	0
scaffold187_cov55	1220	0.3764	83	55.681	Ascomycota	1465.0	0
scaffold188_cov54	483	0.383	0	51.489	Ascomycota	893.0	0
scaffold189_cov46	1641	0.3927	70	43.78	Ascomycota	1858.0	0
scaffold190_cov57	153	0.4248	0	52.993	Ascomycota	283.0	0
scaffold191_cov44	657	0.3455	0	40.275	Ascomycota	1208.0	0
scaffold192_cov52	1460	0.374	0	50.845	Ascomycota	2669.0	0
scaffold193_cov34	211	0.3412	0	30.251	Ascomycota	390.0	0
scaffold194_cov54	652	0.4387	0	51.259	Ascomycota	1199.0	0
scaffold195_cov40	775	0.4	0	37.555	Ascomycota	1421.0	0
scaffold196_cov48	11174	0.3904	338	47.66	Ascomycota	8588.0	0
scaffold197_cov42	3613	0.4412	0	45.807	Ascomycota	6571.0	0
scaffold198_cov46	897	0.4047	0	43.246	Ascomycota	1657.0	0
scaffold199_cov50	971	0.4222	0	50.612	Ascomycota	1788.0	0
scaffold200_cov42	1364	0.4084	0	41.383	Ascomycota	2503.0	0
scaffold201_cov30	642	0.4206	0	25.855	Ascomycota	1186.0	0
scaffold202_cov26	174	0.3391	0	24.448	Ascomycota	311.0	0
scaffold203_cov48	2162	0.3793	0	48.204	Ascomycota	3975.0	0
scaffold204_cov55	1765	0.3705	0	56.777	Ascomycota	3254.0	0
scaffold205_cov6	152	0.5921	0	24.625	Ascomycota	254.0	0
scaffold206_cov55	5281	0.3861	0	54.205	Ascomycota	9697.0	0
scaffold207_cov66	2585	0.4023	32	69.002	Ascomycota	3518.0	0
scaffold208_cov6	121	0.3967	0	58.074	Ascomycota	224.0	0
scaffold209_cov8	112	0.4196	0	27.268	Ascomycota	207.0	0
scaffold210_cov67	241	0.3693	0	57.577	Ascomycota	436.0	0
scaffold211_cov30	118	0.4237	0	34.203	Ascomycota	219.0	0
scaffold212_cov50	6558	0.3807	228	47.221	Ascomycota	6678.0	0
scaffold213_cov28	317	0.3691	0	25.685	Ascomycota	586.0	0
scaffold214_cov28	382	0.3874	0	25.66	Ascomycota	706.0	0
scaffold215_cov28	397	0.3048	0	18.065	Ascomycota	728.0	0
scaffold216_cov46	2480	0.3756	73	45.213	Ascomycota	2444.0	0
scaffold217_cov48	7009	0.3882	0	46.031	Ascomycota	12883.0	0
scaffold218_cov42	3604	0.3557	0	38.762	Ascomycota	6601.0	0
scaffold219_cov55	3726	0.401	0	55.829	Ascomycota	6870.0	0
scaffold220_cov42	484	0.374	0	29.795	Ascomycota	889.0	0
scaffold221_cov47	707	0.331	0	47.992	Ascomycota	1306.0	0
scaffold222_cov42	1262	0.3597	0	40.254	Ascomycota	2320.0	0
scaffold223_cov48	2033	0.4029	0	48.389	Ascomycota	3733.0	0
scaffold224_cov8	103	0.3786	0	3.466	Ascomycota	185.0	0
scaffold225_cov36	261	0.2759	0	80.613	Ascomycota	472.0	0
scaffold226_cov40	250	0.272	0	31.9	Ascomycota	462.0	0
scaffold227_cov34	287	0.3484	0	31.355	Ascomycota	531.0	0
scaffold228_cov42	285	0.3509	0	45.084	Ascomycota	527.0	0
scaffold229_cov44	309	0.4822	0	38.168	Ascomycota	571.0	0
scaffold230_cov49	3820	0.3895	0	46.407	Ascomycota	7044.0	0
scaffold231_cov52	1922	0.3897	0	50.955	Ascomycota	3539.0	0
scaffold232_cov61	1170	0.394	0	62.816	Ascomycota	2161.0	0
scaffold233_cov52	1205	0.3817	0	53.748	Ascomycota	2220.0	0
scaffold234_cov45	4824	0.3924	36	44.842	Ascomycota	8416.0	0
scaffold235_cov36	187	0.3957	0	30.39	Ascomycota	346.0	0
scaffold236_cov32	343	0.4927	0	32.128	Ascomycota	625.0	0
scaffold237_cov44	2808	0.3846	0	42.738	Ascomycota	5180.0	0
scaffold238_cov54	770	0.3883	0	49.353	Ascomycota	1404.0	0
scaffold239_cov36	2882	0.348	0	35.765	Ascomycota	5306.0	0
scaffold240_cov30	606	0.3234	0	31.231	Ascomycota	1109.0	0
scaffold241_cov43	6998	0.3716	128	42.942	Ascomycota	11695.0	0
scaffold242_cov38	266	0.406	0	34.162	Ascomycota	492.0	0
scaffold243_cov42	183	0.3934	0	37.355	Ascomycota	339.0	0
scaffold244_cov57	2491	0.3939	87	58.009	Ascomycota	3112.0	0
scaffold245_cov8	120	0.3833	0	5.775	Ascomycota	222.0	0
scaffold246_cov41	1744	0.3921	81	38.615	Ascomycota	2486.0	0
scaffold247_cov8	187	0.3743	0	7.342	Ascomycota	337.0	0
scaffold248_cov28	289	0.3599	0	23.917	Ascomycota	534.0	0
scaffold249_cov28	259	0.2819	0	25.544	Ascomycota	479.0	0
scaffold250_cov10	158	0.4241	0	27.089	Ascomycota	281.0	0
scaffold251_cov18	112	0.4107	0	54.884	Ascomycota	207.0	0
scaffold252_cov48	1443	0.3416	0	45.778	Ascomycota	2660.0	0
scaffold253_cov48	2597	0.377	0	48.065	Ascomycota	4791.0	0
scaffold254_cov12	134	0.2015	0	8.254	Ascomycota	244.0	0
scaffold255_cov55	574	0.3693	0	51.638	Ascomycota	1061.0	0
scaffold256_cov34	1038	0.3425	57	35.325	Ascomycota	979.0	0
scaffold257_cov48	2571	0.3804	0	46.477	Ascomycota	4743.0	0
scaffold258_cov6	113	0.3097	0	5.726	Ascomycota	204.0	0
scaffold259_cov42	146	0.363	0	39.884	Ascomycota	270.0	0
scaffold260_cov48	988	0.3715	0	45.32	Ascomycota	1808.0	0
scaffold261_cov54	811	0.4057	0	50.52	Ascomycota	1498.0	0
scaffold262_cov38	1321	0.4027	0	38.757	Ascomycota	2423.0	0
scaffold263_cov48	3800	0.3995	118	48.353	Ascomycota	5345.0	0
scaffold264_cov66	959	0.4515	82	72.238	Ascomycota	1123.0	0
scaffold265_cov54	239	0.4059	0	48.824	Ascomycota	442.0	0
scaffold266_cov44	851	0.3619	0	41.065	Ascomycota	1572.0	0
scaffold267_cov42	723	0.3748	0	40.017	Ascomycota	1336.0	0
scaffold268_cov16	144	0.4167	0	53.986	Ascomycota	261.0	0
scaffold269_cov18	258	0.3256	0	17.771	Ascomycota	477.0	0
scaffold270_cov26	660	0.3619	77	25.429	Ascomycota	558.0	0
scaffold271_cov35	852	0.354	78	34.469	Ascomycota	1164.0	0
scaffold272_cov32	333	0.3874	0	27.435	Ascomycota	616.0	0
scaffold273_cov30	307	0.3192	0	30.176	Ascomycota	556.0	0
scaffold274_cov61	1223	0.3949	0	63.325	Ascomycota	2254.0	0
scaffold275_cov44	2319	0.3786	37	44.567	Ascomycota	2643.0	0
scaffold276_cov12	130	0.5077	0	12.046	Ascomycota	241.0	0
scaffold277_cov24	133	0.5038	0	21.654	Ascomycota	241.0	0
scaffold278_cov45	4662	0.3919	117	43.879	Ascomycota	5112.0	0
scaffold279_cov12	253	0.332	0	20.249	Ascomycota	462.0	0
scaffold280_cov32	641	0.4602	0	28.573	Ascomycota	1177.0	0
scaffold281_cov55	264	0.4129	0	113.337	Ascomycota	488.0	0
scaffold282_cov54	5064	0.3888	0	54.795	Ascomycota	9347.0	0
scaffold283_cov49	3563	0.4042	62	44.215	Ascomycota	3729.0	0
scaffold284_cov54	802	0.4364	0	51.418	Ascomycota	1482.0	0
scaffold285_cov50	952	0.3803	0	47.82	Ascomycota	1753.0	0
scaffold286_cov41	1236	0.4231	78	40.009	Ascomycota	1450.0	0
scaffold287_cov51	6791	0.3696	86	49.039	Ascomycota	6872.0	0
scaffold288_cov48	360	0.4306	0	42.086	Ascomycota	660.0	0
scaffold289_cov38	1026	0.4263	90	38.222	Ascomycota	1399.0	0
scaffold290_cov52	1056	0.3589	0	52.164	Ascomycota	1940.0	0
scaffold291_cov28	637	0.3532	0	27.954	Ascomycota	1177.0	0
scaffold292_cov8	124	0.3226	0	2.0	Ascomycota	222.0	0
scaffold293_cov16	165	0.5455	0	11.467	Ascomycota	300.0	0
scaffold294_cov61	271	0.5018	0	57.97	Ascomycota	501.0	0
scaffold295_cov52	576	0.401	0	36.76	Ascomycota	1059.0	0
scaffold296_cov46	2374	0.3593	0	44.033	Ascomycota	4385.0	0
scaffold297_cov24	391	0.4373	0	24.084	Ascomycota	723.0	0
scaffold298_cov42	1704	0.3867	0	41.215	Ascomycota	3136.0	0
scaffold299_cov63	275	0.3091	0	59.178	Ascomycota	508.0	0
scaffold300_cov44	4658	0.3677	119	43.115	Ascomycota	4630.0	0
scaffold301_cov55	798	0.4035	0	53.826	Ascomycota	1474.0	0
scaffold302_cov10	269	0.3383	0	14.03	Ascomycota	497.0	0
scaffold303_cov28	214	0.3411	0	24.383	Ascomycota	396.0	0
scaffold304_cov30	979	0.3467	33	30.885	Ascomycota	1269.0	0
scaffold305_cov63	1974	0.4053	0	62.396	Ascomycota	3640.0	0
scaffold306_cov38	850	0.3412	0	37.854	Ascomycota	1570.0	0
scaffold307_cov16	130	0.3385	0	13.077	Ascomycota	241.0	0
scaffold308_cov46	1297	0.3647	0	44.113	Ascomycota	2390.0	0
scaffold309_cov54	1386	0.4443	40	52.025	Ascomycota	1352.0	0
scaffold310_cov10	129	0.3721	0	5.961	Ascomycota	233.0	0
scaffold311_cov22	172	0.3198	0	19.645	Ascomycota	307.0	0
scaffold312_cov26	1487	0.3598	0	24.777	Ascomycota	2724.0	0
scaffold313_cov10	113	0.3097	0	44.425	Ascomycota	204.0	0
scaffold314_cov12	101	0.3762	0	11.931	Ascomycota	187.0	0
scaffold315_cov30	190	0.3158	0	35.284	Ascomycota	351.0	0
scaffold316_cov50	3739	0.3694	0	49.912	Ascomycota	6900.0	0
scaffold317_cov52	973	0.3299	0	46.05	Ascomycota	1797.0	0
scaffold318_cov50	323	0.3994	0	48.133	Ascomycota	597.0	0
scaffold319_cov46	769	0.3433	0	45.199	Ascomycota	1421.0	0
scaffold320_cov61	305	0.3213	0	59.928	Ascomycota	564.0	0
scaffold321_cov59	1452	0.3678	0	59.625	Ascomycota	2665.0	0
scaffold322_cov36	1680	0.3417	0	36.265	Ascomycota	3099.0	0
scaffold323_cov65	1271	0.3934	0	64.616	Ascomycota	2342.0	0
scaffold324_cov61	421	0.4086	0	57.325	Ascomycota	773.0	0
scaffold325_cov36	841	0.4162	0	35.293	Ascomycota	1554.0	0
scaffold326_cov41	2031	0.3796	66	37.913	Ascomycota	2518.0	0
scaffold327_cov44	365	0.3616	0	42.874	Ascomycota	675.0	0
scaffold328_cov12	329	0.3587	0	10.62	Ascomycota	573.0	0
scaffold329_cov63	452	0.3761	0	62.504	Ascomycota	835.0	0
scaffold330_cov18	165	0.4909	0	19.43	Ascomycota	305.0	0
scaffold331_cov48	529	0.3894	0	47.0	Ascomycota	977.0	0
scaffold332_cov32	171	0.4795	0	28.48	Ascomycota	316.0	0
scaffold333_cov36	3650	0.3775	69	36.571	Ascomycota	3642.0	0
scaffold334_cov8	133	0.3158	0	8.451	Ascomycota	189.0	0
scaffold335_cov59	130	0.5077	0	46.269	Ascomycota	241.0	0
scaffold336_cov16	191	0.4555	0	39.686	Ascomycota	348.0	0
scaffold337_cov42	1612	0.3921	0	39.615	Ascomycota	2961.0	0
scaffold338_cov28	196	0.2857	0	25.74	Ascomycota	363.0	0
scaffold339_cov42	358	0.3631	0	38.668	Ascomycota	662.0	0
scaffold340_cov46	5438	0.3759	0	52.564	Ascomycota	9971.0	0
scaffold341_cov16	110	0.3727	0	12.745	Ascomycota	204.0	0
scaffold342_cov44	110	0.3636	0	40.582	Ascomycota	198.0	0
scaffold343_cov54	115	0.3304	0	50.096	Ascomycota	213.0	0
scaffold344_cov71	114	0.3246	0	64.684	Ascomycota	211.0	0
scaffold345_cov48	1376	0.4782	0	47.411	Ascomycota	2531.0	0
scaffold346_cov42	1476	0.3672	0	41.021	Ascomycota	2721.0	0
scaffold347_cov10	149	0.4161	0	6.208	Ascomycota	276.0	0
scaffold348_cov10	111	0.3604	0	13.252	Ascomycota	200.0	0
scaffold349_cov50	941	0.3943	0	48.742	Ascomycota	1738.0	0
scaffold350_cov61	717	0.4658	0	60.291	Ascomycota	1319.0	0
scaffold351_cov30	792	0.3725	0	28.581	Ascomycota	1463.0	0
scaffold352_cov49	1986	0.357	81	47.617	Ascomycota	3018.0	0
scaffold353_cov57	540	0.3844	90	56.562	Ascomycota	449.0	0
scaffold354_cov46	5385	0.3742	65	46.52	Ascomycota	6785.0	0
scaffold355_cov53	7785	0.3695	39	50.593	Ascomycota	13099.0	0
scaffold356_cov57	487	0.3511	0	56.758	Ascomycota	894.0	0
scaffold357_cov59	128	0.3203	0	54.406	Ascomycota	230.0	0
scaffold358_cov63	554	0.3664	0	58.917	Ascomycota	1018.0	0
scaffold359_cov35	3132	0.3568	69	34.875	Ascomycota	3585.0	0
scaffold360_cov24	140	0.3071	0	31.786	Ascomycota	259.0	0
scaffold361_cov46	3777	0.408	123	46.313	Ascomycota	2817.0	0
scaffold362_cov52	699	0.3333	0	47.531	Ascomycota	1291.0	0
scaffold363_cov45	1809	0.3676	0	44.138	Ascomycota	3341.0	0
scaffold364_cov44	389	0.3676	0	68.568	Ascomycota	719.0	0
scaffold365_cov55	131	0.3969	0	55.702	Ascomycota	243.0	0
scaffold366_cov40	3043	0.3388	0	38.68	Ascomycota	5598.0	0
scaffold367_cov55	549	0.4026	0	42.282	Ascomycota	998.0	0
