## blobtools v1.0
## assembly	: /home/amir/gasp/celera_assemblies/424.mer22.scf.fasta
## coverage	: bam0 - /home/amir/gasp/mapping/424_celera_22.bam
## taxonomy	: tax0 - /home/amir/gasp/blast/424_celera_22.txt
## nodesDB	: /home/amir/gasp/blobtools/data/nodesDB.txt
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	phylum.t.6	phylum.s.7	phylum.c.8
scf7180000231443	3243	0.2825	0	303.752	Firmicutes	5989.0	0
scf7180000231444	4505	0.4098	20	167.221	Ascomycota	5107.0	0
scf7180000231445	2221	0.3584	0	152.421	Ascomycota	4089.0	0
scf7180000231446	3523	0.4122	20	112.135	Ascomycota	4364.0	0
scf7180000231447	2079	0.3963	0	186.566	Ascomycota	3840.0	0
scf7180000231448	2211	0.4034	0	139.219	Ascomycota	4084.0	0
scf7180000231449	2342	0.3804	0	120.858	Ascomycota	4320.0	0
scf7180000231450	4034	0.3568	40	97.939	Ascomycota	7193.0	0
scf7180000231451	5050	0.433	20	147.261	Ascomycota	9195.0	0
scf7180000231452	2779	0.3782	0	82.698	Ascomycota	5127.0	0
scf7180000231453	3937	0.4225	20	124.372	Ascomycota	7142.0	0
scf7180000231454	7300	0.3734	80	92.699	Ascomycota	8419.0	0
scf7180000231455	2276	0.2768	0	211.725	Firmicutes	4198.0	0
scf7180000231456	5074	0.3918	20	161.945	Ascomycota	9238.0	0
scf7180000231457	2382	0.3896	0	120.653	Ascomycota	4366.0	0
scf7180000231458	2195	0.3508	0	163.923	Firmicutes	3986.0	0
scf7180000231459	2138	0.3639	0	283.652	Firmicutes	3821.0	0
scf7180000231460	2222	0.3987	0	132.711	Ascomycota	4093.0	0
scf7180000231461	2308	0.3245	0	179.925	Firmicutes	4135.0	0
scf7180000231462	4109	0.3986	20	162.999	Ascomycota	7459.0	0
scf7180000231463	2128	0.3938	0	130.696	Ascomycota	3930.0	0
scf7180000231464	2470	0.4182	0	90.828	Ascomycota	4562.0	0
scf7180000231465	2167	0.3876	0	136.713	Ascomycota	3997.0	0
scf7180000231466	1946	0.4116	0	160.72	Ascomycota	3589.0	0
scf7180000231467	3058	0.4003	20	175.952	Ascomycota	3542.0	0
scf7180000231468	2400	0.3667	0	139.535	Ascomycota	4373.0	0
scf7180000231469	2039	0.3678	0	193.313	Ascomycota	3766.0	0
scf7180000231470	5853	0.3496	40	223.377	Firmicutes	6826.0	0
scf7180000231471	3742	0.3603	20	924.502	Ascomycota	6482.0	0
scf7180000231472	3779	0.3911	20	87.938	Ascomycota	4619.0	0
scf7180000231473	5592	0.3516	60	229.673	Firmicutes	6355.0	0
scf7180000231474	2002	0.4086	0	144.401	Ascomycota	3698.0	0
scf7180000231475	1978	0.3893	0	134.996	Ascomycota	3648.0	0
scf7180000231476	2406	0.384	0	89.126	Ascomycota	4438.0	0
scf7180000231477	3293	0.3874	20	137.593	Ascomycota	5930.0	0
scf7180000231478	1861	0.3939	0	158.988	Ascomycota	3421.0	0
scf7180000231479	1752	0.3995	0	193.296	Ascomycota	3236.0	0
scf7180000231480	2056	0.4052	0	134.046	Ascomycota	3797.0	0
scf7180000231481	3345	0.3889	20	96.526	Ascomycota	4233.0	0
scf7180000231482	1936	0.4225	0	140.788	Ascomycota	2765.0	0
scf7180000231483	2072	0.3851	0	115.33	Ascomycota	3827.0	0
scf7180000231484	2428	0.3826	0	82.189	Ascomycota	4462.0	0
scf7180000231485	1845	0.3919	0	145.829	Ascomycota	3408.0	0
scf7180000231486	1785	0.358	0	327.06	Firmicutes	3225.0	0
scf7180000231487	1948	0.3275	0	245.511	Firmicutes	3509.0	0
scf7180000231488	1939	0.3239	0	400.267	Firmicutes	3515.0	0
scf7180000231489	2867	0.4088	0	55.503	Ascomycota	5284.0	0
scf7180000231490	1774	0.4087	0	164.14	Ascomycota	3271.0	0
scf7180000231491	2261	0.3375	0	194.092	Firmicutes	4060.0	0
scf7180000231492	1704	0.4043	0	185.651	Ascomycota	3131.0	0
scf7180000231493	3118	0.3693	20	114.846	Ascomycota	3699.0	0
scf7180000231494	1657	0.3881	0	173.188	Ascomycota	3044.0	0
scf7180000231495	2106	0.3742	0	111.21	Ascomycota	3890.0	0
scf7180000231496	1807	0.3365	0	358.213	Firmicutes	3299.0	0
scf7180000231497	1851	0.4106	0	132.368	Ascomycota	3408.0	0
scf7180000231498	1857	0.385	0	135.579	Ascomycota	3413.0	0
scf7180000231499	5844	0.4201	40	52.131	Ascomycota	4612.0	0
scf7180000231500	1874	0.3682	0	170.742	Ascomycota	3461.0	0
scf7180000231501	3238	0.3316	20	234.249	Ascomycota	3014.0	0
scf7180000231502	1789	0.3661	0	162.468	Ascomycota	3304.0	0
scf7180000231503	1799	0.3369	0	174.217	Firmicutes	3278.0	0
scf7180000231504	3038	0.4228	20	137.268	Ascomycota	5445.0	0
scf7180000231505	1681	0.4093	0	168.818	Ascomycota	3105.0	0
scf7180000231506	1847	0.3887	0	134.607	Ascomycota	3389.0	0
scf7180000231507	2528	0.4146	0	75.375	Ascomycota	4663.0	0
scf7180000231508	2098	0.4523	0	90.394	Ascomycota	3875.0	0
scf7180000231509	3531	0.371	40	140.025	Ascomycota	6279.0	0
scf7180000231510	2239	0.5056	0	70.265	Ascomycota	4135.0	0
scf7180000231511	6235	0.3851	60	126.332	Ascomycota	11138.0	0
scf7180000231512	3308	0.3842	60	135.786	Ascomycota	3066.0	0
scf7180000231513	2327	0.3885	0	72.248	Ascomycota	4292.0	0
scf7180000231514	1660	0.3301	0	209.807	Ascomycota	3061.0	0
scf7180000231515	1723	0.3691	0	142.129	Ascomycota	3182.0	0
scf7180000231516	1920	0.3911	0	110.228	Ascomycota	3535.0	0
scf7180000231517	3934	0.3588	40	91.167	Ascomycota	7014.0	0
scf7180000231518	6174	0.4095	40	101.413	Ascomycota	11156.0	0
scf7180000231519	2085	0.3914	0	85.029	Ascomycota	3851.0	0
scf7180000231520	2145	0.4182	0	83.116	Ascomycota	3962.0	0
scf7180000231521	4797	0.3544	40	162.373	Firmicutes	5409.0	0
scf7180000231522	2357	0.3759	0	67.007	Ascomycota	4298.0	0
scf7180000231523	6394	0.3745	60	59.223	Ascomycota	4510.0	0
scf7180000231524	1679	0.3871	0	138.285	Ascomycota	3101.0	0
scf7180000231525	1603	0.3993	0	166.054	Ascomycota	2961.0	0
scf7180000231526	6823	0.3818	120	106.065	Ascomycota	4202.0	0
scf7180000231527	1891	0.3882	0	107.081	Ascomycota	3493.0	0
scf7180000231528	1545	0.3806	0	646.339	Firmicutes	2804.0	0
scf7180000231529	2288	0.3977	0	75.626	Ascomycota	4220.0	0
scf7180000231530	3478	0.4098	20	118.877	Ascomycota	3962.0	0
scf7180000231531	1793	0.3542	0	240.724	Firmicutes	3278.0	0
scf7180000231532	1879	0.3321	0	148.103	Firmicutes	3144.0	0
scf7180000231533	1792	0.4442	0	96.182	Ascomycota	3304.0	0
scf7180000231534	1429	0.4801	0	213.09	Ascomycota	2623.0	0
scf7180000231535	8869	0.3493	80	241.746	Firmicutes	11912.0	0
scf7180000231536	1801	0.3448	0	165.441	Firmicutes	3195.0	0
scf7180000231537	6303	0.4253	60	130.463	Ascomycota	6588.0	0
scf7180000231538	3191	0.2809	40	217.711	Firmicutes	3127.0	0
scf7180000231539	1692	0.4232	0	130.815	Ascomycota	3125.0	0
scf7180000231540	3146	0.3836	20	176.134	Ascomycota	3134.0	0
scf7180000231541	2158	0.4036	0	68.308	Ascomycota	3980.0	0
scf7180000231542	1458	0.3368	0	172.527	Firmicutes	2632.0	0
scf7180000231543	2863	0.3514	20	333.867	Firmicutes	4924.0	0
scf7180000231544	7214	0.4182	40	162.174	Ascomycota	9491.0	0
scf7180000231545	1684	0.4305	0	117.17	Ascomycota	3105.0	0
scf7180000231546	1588	0.2664	0	239.487	Firmicutes	2933.0	0
scf7180000231547	3597	0.3959	20	83.117	Ascomycota	3546.0	0
scf7180000231548	20772	0.426	100	109.139	Ascomycota	8850.0	0
scf7180000231549	1628	0.3366	0	179.826	Firmicutes	2918.0	0
scf7180000231550	1622	0.4143	0	121.547	Ascomycota	2996.0	0
scf7180000231551	1523	0.388	0	133.02	Ascomycota	2808.0	0
scf7180000231552	2359	0.3955	0	83.908	Ascomycota	4351.0	0
scf7180000231553	1592	0.3455	0	234.763	Firmicutes	2863.0	0
scf7180000231554	2950	0.3962	20	109.837	Ascomycota	3007.0	0
scf7180000231555	1341	0.352	0	323.43	Firmicutes	2427.0	0
scf7180000231556	1391	0.3724	0	258.809	Ascomycota	2558.0	0
scf7180000231557	7168	0.418	80	93.45	Ascomycota	9472.0	0
scf7180000231558	1548	0.3495	0	176.496	Firmicutes	2765.0	0
scf7180000231559	3491	0.4106	40	88.434	Ascomycota	3675.0	0
scf7180000231560	2865	0.4397	20	147.153	Ascomycota	2658.0	0
scf7180000231561	8878	0.418	60	134.127	Ascomycota	13226.0	0
scf7180000231562	1837	0.3478	0	114.837	Firmicutes	3238.0	0
scf7180000231563	1425	0.3579	0	158.096	Ascomycota	2632.0	0
scf7180000231564	1358	0.3873	0	220.563	Ascomycota	2508.0	0
scf7180000231565	1361	0.2924	0	254.834	Firmicutes	2514.0	0
scf7180000231566	6795	0.3853	80	152.493	Ascomycota	4577.0	0
scf7180000231567	4745	0.4943	60	127.058	Ascomycota	3158.0	0
scf7180000231568	1837	0.3898	0	83.637	Ascomycota	3387.0	0
scf7180000231569	5257	0.3685	60	97.573	Ascomycota	7143.0	0
scf7180000231570	4185	0.3765	20	92.211	Ascomycota	7590.0	0
scf7180000231571	1614	0.4095	0	115.945	Ascomycota	2981.0	0
scf7180000231572	6331	0.4096	0	89.046	Ascomycota	11681.0	0
scf7180000231573	1806	0.3937	0	89.507	Ascomycota	3336.0	0
scf7180000231574	1597	0.459	0	134.949	Ascomycota	2939.0	0
scf7180000231575	1289	0.4352	0	213.908	Ascomycota	2381.0	0
scf7180000231576	4318	0.4121	40	102.862	Ascomycota	3988.0	0
scf7180000231577	2629	0.3384	20	269.58	Firmicutes	4628.0	0
scf7180000231578	2929	0.4393	20	94.492	Ascomycota	5276.0	0
scf7180000231579	7248	0.366	60	122.399	Ascomycota	7234.0	0
scf7180000231580	1379	0.3648	0	187.957	Ascomycota	2542.0	0
scf7180000231581	1324	0.4169	0	180.774	Ascomycota	2446.0	0
scf7180000231582	1532	0.4778	0	118.567	Ascomycota	2830.0	0
scf7180000231583	1632	0.4583	0	113.151	Ascomycota	3014.0	0
scf7180000231584	5170	0.3963	20	59.152	Ascomycota	9435.0	0
scf7180000231585	5371	0.3777	100	98.204	Ascomycota	3607.0	0
scf7180000231586	1333	0.3548	0	201.343	Firmicutes	2233.0	0
scf7180000231587	1694	0.4055	0	92.568	Ascomycota	3129.0	0
scf7180000231588	1735	0.5141	0	85.474	Ascomycota	3205.0	0
scf7180000231589	2237	0.4001	0	56.44	Ascomycota	4132.0	0
scf7180000231590	1505	0.4007	0	145.066	Ascomycota	2780.0	0
scf7180000231591	1350	0.3126	0	265.85	Firmicutes	2494.0	0
scf7180000231592	1370	0.3635	0	369.157	Firmicutes	2470.0	0
scf7180000231593	1836	0.3818	0	87.177	Ascomycota	3386.0	0
scf7180000231594	3754	0.3931	40	113.5	Ascomycota	6656.0	0
scf7180000231595	2567	0.4346	20	101.248	Ascomycota	2802.0	0
scf7180000231596	1983	0.413	0	69.096	Ascomycota	3657.0	0
scf7180000231597	1667	0.3851	0	89.715	Ascomycota	3079.0	0
scf7180000231598	2381	0.4082	0	74.985	Ascomycota	4397.0	0
scf7180000231599	5323	0.4492	20	84.349	Ascomycota	9679.0	0
scf7180000231600	8510	0.3766	100	170.694	Ascomycota	9180.0	0
scf7180000231601	1290	0.362	0	199.502	Firmicutes	2322.0	0
scf7180000231602	6731	0.3158	100	133.356	Firmicutes	3651.0	0
scf7180000231603	1302	0.3925	0	191.021	Ascomycota	2405.0	0
scf7180000231604	4336	0.4064	20	138.058	Ascomycota	5053.0	0
scf7180000231605	7370	0.3356	60	212.826	Firmicutes	4222.0	0
scf7180000231606	1520	0.3954	0	106.877	Ascomycota	2808.0	0
scf7180000231607	1356	0.3717	0	154.434	Ascomycota	2505.0	0
scf7180000231608	1073	0.3896	0	122.615	Ascomycota	1977.0	0
scf7180000231609	1424	0.4249	0	139.735	Ascomycota	2614.0	0
scf7180000231610	1518	0.3445	0	350.945	Firmicutes	2771.0	0
scf7180000231611	3379	0.3615	40	157.225	Ascomycota	3055.0	0
scf7180000231612	1340	0.3649	0	145.596	Ascomycota	2475.0	0
scf7180000231613	3086	0.4094	40	95.982	Ascomycota	2874.0	0
scf7180000231614	1748	0.2649	0	176.657	Firmicutes	3223.0	0
scf7180000231615	1659	0.3677	0	100.183	Ascomycota	3053.0	0
scf7180000231616	1657	0.4273	0	76.679	Ascomycota	3061.0	0
scf7180000231617	2937	0.3675	20	486.728	Firmicutes	2868.0	0
scf7180000231618	4826	0.3848	60	75.797	Ascomycota	5406.0	0
scf7180000231619	1282	0.408	0	136.688	Ascomycota	2368.0	0
scf7180000231620	1373	0.4042	0	139.998	Ascomycota	2503.0	0
scf7180000231621	3302	0.3826	40	72.467	Ascomycota	3585.0	0
scf7180000231622	1835	0.3668	0	69.822	Ascomycota	3389.0	0
scf7180000231623	1745	0.4521	0	72.726	Ascomycota	3223.0	0
scf7180000231624	3488	0.3772	20	57.148	Ascomycota	3205.0	0
scf7180000231625	3160	0.4111	20	91.565	Ascomycota	5757.0	0
scf7180000231626	2632	0.3457	20	212.991	Firmicutes	2804.0	0
scf7180000231627	1379	0.409	0	190.323	Ascomycota	2547.0	0
scf7180000231628	2082	0.3742	0	112.449	Ascomycota	3840.0	0
scf7180000231629	1574	0.3615	0	99.36	Ascomycota	2907.0	0
scf7180000231630	1940	0.3567	0	63.511	Ascomycota	3583.0	0
scf7180000231631	1834	0.4079	0	69.465	Ascomycota	3387.0	0
scf7180000231632	1496	0.4037	0	97.718	Ascomycota	2763.0	0
scf7180000231633	1196	0.4298	0	205.957	Ascomycota	2209.0	0
scf7180000231634	1344	0.346	0	211.057	Firmicutes	2455.0	0
scf7180000231635	1399	0.2738	0	205.316	Firmicutes	2584.0	0
scf7180000231636	1313	0.3542	0	144.775	Firmicutes	2338.0	0
scf7180000231637	1958	0.4351	0	68.532	Ascomycota	3594.0	0
scf7180000231638	1894	0.453	0	67.513	Ascomycota	3498.0	0
scf7180000231639	1403	0.335	0	191.769	Firmicutes	2536.0	0
scf7180000231640	2211	0.3632	0	53.699	Ascomycota	4067.0	0
scf7180000231641	7758	0.38	80	68.083	Ascomycota	4000.0	0
scf7180000231642	1606	0.3238	0	102.155	Firmicutes	2579.0	0
scf7180000231643	1336	0.3608	0	147.087	Firmicutes	2381.0	0
scf7180000231644	1333	0.3428	0	200.998	Firmicutes	2407.0	0
scf7180000231645	1288	0.3967	0	131.244	Ascomycota	2374.0	0
scf7180000231646	1355	0.2797	0	156.511	Firmicutes	2503.0	0
scf7180000231647	1506	0.3566	0	107.124	Ascomycota	2782.0	0
scf7180000231648	1854	0.4666	0	58.04	Ascomycota	3419.0	0
scf7180000231649	1207	0.3927	0	185.031	Ascomycota	2230.0	0
scf7180000231650	1869	0.4077	0	55.255	Ascomycota	3452.0	0
scf7180000231651	4452	0.3409	40	239.501	Firmicutes	3269.0	0
scf7180000231652	3378	0.3621	20	93.061	Ascomycota	3201.0	0
scf7180000231653	1708	0.3712	0	84.403	Ascomycota	3144.0	0
scf7180000231654	1583	0.4138	0	83.507	Ascomycota	2896.0	0
scf7180000231655	1808	0.3916	0	72.631	Ascomycota	3339.0	0
scf7180000231656	1451	0.4659	0	101.444	Ascomycota	2675.0	0
scf7180000231657	3787	0.4513	40	96.287	Ascomycota	4863.0	0
scf7180000231658	1344	0.3601	0	193.694	Firmicutes	2455.0	0
scf7180000231659	1690	0.4077	0	65.925	Ascomycota	3116.0	0
scf7180000231660	1375	0.4567	0	122.429	Ascomycota	2540.0	0
scf7180000231661	1913	0.46	0	56.189	Ascomycota	3528.0	0
scf7180000231662	2649	0.3971	20	98.107	Ascomycota	2665.0	0
scf7180000231663	1358	0.3586	0	385.129	Firmicutes	2481.0	0
scf7180000231664	4194	0.3412	20	81.121	Ascomycota	4833.0	0
scf7180000231665	5197	0.3711	20	96.014	Ascomycota	9468.0	0
scf7180000231666	1394	0.3659	0	112.365	Ascomycota	2569.0	0
scf7180000231667	1205	0.4083	0	154.388	Ascomycota	2226.0	0
scf7180000231668	1471	0.3889	0	98.207	Ascomycota	2717.0	0
scf7180000231669	4422	0.398	20	47.316	Ascomycota	4124.0	0
scf7180000231670	1732	0.4209	0	64.743	Ascomycota	3182.0	0
scf7180000231671	1321	0.349	0	282.039	Firmicutes	2401.0	0
scf7180000231672	1522	0.3515	0	99.984	Ascomycota	2811.0	0
scf7180000231673	1381	0.3331	0	191.695	Firmicutes	2462.0	0
scf7180000231674	5041	0.3993	40	86.961	Ascomycota	5723.0	0
scf7180000231675	2181	0.3558	0	202.103	Firmicutes	3967.0	0
scf7180000231676	2754	0.3475	40	163.211	Firmicutes	2447.0	0
scf7180000231677	1514	0.3983	20	86.899	Ascomycota	2623.0	0
scf7180000231678	1285	0.3424	0	146.54	Ascomycota	2374.0	0
scf7180000231679	1261	0.3592	0	150.11	Ascomycota	2329.0	0
scf7180000231680	1136	0.3732	0	166.703	Ascomycota	2098.0	0
scf7180000231681	1417	0.3952	0	112.885	Ascomycota	2612.0	0
scf7180000231682	4537	0.4085	40	64.408	Ascomycota	5424.0	0
scf7180000231683	1468	0.4183	0	77.388	Ascomycota	2712.0	0
scf7180000231684	5892	0.3789	20	100.974	Ascomycota	8294.0	0
scf7180000231685	2001	0.4138	0	48.907	Ascomycota	3696.0	0
scf7180000231686	1449	0.4189	0	90.629	Ascomycota	2676.0	0
scf7180000231687	1273	0.4156	0	133.93	Ascomycota	2346.0	0
scf7180000231688	1194	0.3819	0	151.447	Ascomycota	2200.0	0
scf7180000231689	1623	0.4017	0	74.11	Ascomycota	2992.0	0
scf7180000231690	1306	0.4694	0	113.378	Ascomycota	2412.0	0
scf7180000231691	1436	0.4074	0	100.343	Ascomycota	2641.0	0
scf7180000231692	1866	0.4041	0	54.22	Ascomycota	3446.0	0
scf7180000231693	1241	0.4061	0	121.549	Ascomycota	2281.0	0
scf7180000231694	1309	0.4034	0	128.318	Ascomycota	2418.0	0
scf7180000231695	3078	0.414	20	64.198	Ascomycota	2963.0	0
scf7180000231696	1391	0.353	0	265.077	Firmicutes	2481.0	0
scf7180000231697	1338	0.3438	0	422.357	Firmicutes	2416.0	0
scf7180000231698	1329	0.3409	0	250.378	Firmicutes	2433.0	0
scf7180000231699	1128	0.4122	0	149.697	Ascomycota	2078.0	0
scf7180000231700	1343	0.3984	0	104.556	Ascomycota	2481.0	0
scf7180000231701	1279	0.4066	0	111.599	Ascomycota	2362.0	0
scf7180000231702	1091	0.385	0	204.939	Ascomycota	2006.0	0
scf7180000231703	1952	0.3893	0	51.492	Ascomycota	3605.0	0
scf7180000231704	1629	0.4696	0	71.05	Ascomycota	3009.0	0
scf7180000231705	1704	0.4407	0	57.715	Ascomycota	3147.0	0
scf7180000231706	2308	0.3453	20	148.841	Firmicutes	2078.0	0
scf7180000231707	1009	0.4024	0	219.748	Ascomycota	1864.0	0
scf7180000231708	1199	0.3645	0	182.266	Ascomycota	2215.0	0
scf7180000231709	2014	0.2284	0	320.269	Ascomycota	3720.0	0
scf7180000231710	6753	0.3514	40	159.157	Firmicutes	8645.0	0
scf7180000231711	1850	0.4443	0	46.582	Ascomycota	3400.0	0
scf7180000231712	1203	0.4347	0	128.567	Ascomycota	2222.0	0
scf7180000231713	1041	0.366	0	681.762	Firmicutes	1873.0	0
scf7180000231714	2451	0.3834	20	93.586	Ascomycota	4420.0	0
scf7180000231715	1461	0.4079	0	86.092	Ascomycota	2699.0	0
scf7180000231716	1164	0.366	0	263.305	Firmicutes	2084.0	0
scf7180000231717	1733	0.3832	0	55.12	Ascomycota	3201.0	0
scf7180000231718	1733	0.3814	0	59.583	Ascomycota	3201.0	0
scf7180000231719	3176	0.4005	20	160.012	Ascomycota	3666.0	0
scf7180000231720	1109	0.3607	0	200.532	Viruses-undef	1993.0	0
scf7180000231721	1191	0.3476	0	229.767	Firmicutes	2139.0	0
scf7180000231722	1517	0.35	0	78.339	Ascomycota	2802.0	0
scf7180000231723	1092	0.3553	0	196.839	Firmicutes	1951.0	0
scf7180000231724	1185	0.4363	0	132.279	Ascomycota	2189.0	0
scf7180000231725	1339	0.3428	0	137.358	Firmicutes	2394.0	0
scf7180000231726	3143	0.3823	20	107.195	Ascomycota	5662.0	0
scf7180000231727	1681	0.3813	0	58.807	Ascomycota	3105.0	0
scf7180000231728	1502	0.263	0	800.128	Ascomycota	2774.0	0
scf7180000231729	6689	0.3992	60	132.183	Ascomycota	11984.0	0
scf7180000231730	5682	0.4237	20	89.143	Ascomycota	10224.0	0
scf7180000231731	1462	0.3714	0	72.603	Ascomycota	2700.0	0
scf7180000231732	1330	0.3534	0	99.392	Ascomycota	2457.0	0
scf7180000231733	1624	0.3651	0	62.1	Ascomycota	2983.0	0
scf7180000231734	1248	0.4127	0	107.701	Ascomycota	2305.0	0
scf7180000231735	1306	0.3821	0	93.512	Ascomycota	2412.0	0
scf7180000231736	1318	0.3263	0	143.796	Firmicutes	2329.0	0
scf7180000231737	1381	0.3722	0	83.972	Ascomycota	2551.0	0
scf7180000231738	7339	0.3738	60	102.465	Ascomycota	13260.0	0
scf7180000231739	1233	0.2912	0	270.607	Firmicutes	2278.0	0
scf7180000231740	1134	0.3466	0	526.213	Firmicutes	2084.0	0
scf7180000231741	1276	0.3856	0	98.33	Ascomycota	2357.0	0
scf7180000231742	1519	0.4213	0	66.984	Ascomycota	2806.0	0
scf7180000231743	1211	0.3609	0	195.415	Firmicutes	2215.0	0
scf7180000231744	1403	0.3321	0	176.267	Firmicutes	2547.0	0
scf7180000231745	1663	0.3987	0	60.83	Ascomycota	3061.0	0
scf7180000231746	1196	0.4105	0	113.61	Ascomycota	2204.0	0
scf7180000231747	1164	0.3866	0	129.713	Ascomycota	2150.0	0
scf7180000231748	1504	0.377	0	75.273	Ascomycota	2778.0	0
scf7180000231749	1146	0.3691	0	164.596	Viruses-undef	1581.0	0
scf7180000231750	1005	0.4259	0	170.703	Ascomycota	1834.0	0
scf7180000231751	2381	0.3414	20	405.739	Firmicutes	2348.0	0
scf7180000231752	1047	0.341	0	177.24	Firmicutes	1884.0	0
scf7180000231753	1130	0.3265	0	150.188	Firmicutes	1999.0	0
scf7180000231754	1105	0.4244	0	131.735	Ascomycota	2036.0	0
scf7180000231755	1862	0.4114	0	45.422	Ascomycota	3422.0	0
scf7180000231756	2005	0.4444	0	42.694	Ascomycota	3703.0	0
scf7180000231757	3700	0.3414	0	181.015	Firmicutes	6612.0	0
scf7180000231758	3720	0.3968	20	77.836	Ascomycota	4261.0	0
scf7180000231759	4754	0.3239	40	143.92	Firmicutes	4017.0	0
scf7180000231760	1019	0.4073	0	174.936	Ascomycota	1882.0	0
scf7180000231761	1863	0.3843	0	46.707	Ascomycota	3441.0	0
scf7180000231762	1254	0.3549	0	197.581	Firmicutes	2294.0	0
scf7180000231763	1216	0.3479	0	286.429	Firmicutes	2218.0	0
scf7180000231764	1032	0.3517	0	422.386	Firmicutes	1879.0	0
scf7180000231765	1458	0.4355	0	66.34	Ascomycota	2643.0	0
scf7180000231766	3814	0.4349	20	72.619	Ascomycota	6914.0	0
scf7180000231767	5708	0.3816	40	99.303	Ascomycota	7960.0	0
scf7180000231768	3886	0.3378	40	256.073	Firmicutes	4713.0	0
scf7180000231769	1252	0.3986	0	101.253	Ascomycota	2307.0	0
scf7180000231770	4330	0.3578	40	79.472	Ascomycota	3079.0	0
scf7180000231771	1119	0.3423	0	179.438	Firmicutes	2023.0	0
scf7180000231772	1699	0.4303	0	50.576	Ascomycota	3133.0	0
scf7180000231773	1837	0.417	0	40.637	Ascomycota	3382.0	0
scf7180000231774	2794	0.3302	20	255.394	Firmicutes	3061.0	0
